Answer_ID,Question_ID,Question_Full_Text,Answer,Full_Description,Theological_Label,Theol_Cons_Lib,Social_Cons_Lib,Counter_Pro_Modern,Super_Nat,Cult_Sep_Eng,Cleric_Egal,Div_Hum_Agency,Commun_Indiv,Liturg_Spont,Sacram_Funct,Literal_Crit,Intellect_Exper
ETH_06_A05,ETH_06,Is participation in warfare or military service permissible for a Christian?,A personal decision based on individual conscience,The church does not enforce a strict dogma on warfare; serving in the military or refusing to do so is a matter of individual liberty and personal conviction before God.,Liberty of Conscience,N/A,70,100,N/A,50,N/A,N/A,100,N/A,N/A,40,N/A
ETH_06_A02,ETH_06,Is participation in warfare or military service permissible for a Christian?,Permissible only under strict conditions of justice,"War is a grave matter but is morally permissible—and sometimes obligatory—if authorized by a legitimate government for a just cause, as a last resort, and fought justly.",Just War Theory,N/A,25,20,N/A,75,N/A,N/A,20,N/A,N/A,60,N/A
ETH_06_A04,ETH_06,Is participation in warfare or military service permissible for a Christian?,A tragic but necessary evil to restrain greater evil,"Violence is always contrary to the ideal of love, but in a fallen world, military force is sometimes a tragic necessity to protect the innocent and restrain tyranny.",Christian Realism,N/A,50,85,N/A,90,N/A,N/A,35,N/A,N/A,100,N/A
ETH_06_A03,ETH_06,Is participation in warfare or military service permissible for a Christian?,A divinely commanded holy war to defeat God's enemies,God can actively command and bless aggressive warfare to destroy evil and advance His kingdom on earth.,Divine Militarism,N/A,0,0,N/A,100,N/A,N/A,0,N/A,N/A,85,N/A
ETH_09_A01,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,Both the attraction itself and the acts are inherently sinful,"Same-sex attraction is not merely a temptation, but a culpable sin of the heart. Individuals are called to repent of these desires and seek total transformation or deliverance.",Strict Prohibition (Side X),0,0,20,N/A,15,N/A,N/A,N/A,N/A,10,0,0
ETH_09_A04,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,All sexual intimacy and marriage are prohibited for everyone,"The church mandates absolute celibacy for all members; all sexual relations and marriages are entirely prohibited for everyone, regardless of orientation.",Universal Celibacy,15,30,0,N/A,0,N/A,N/A,N/A,N/A,25,15,40
ETH_09_A02,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,"The attraction is a non-sinful temptation, but the acts are sinful","Same-sex attraction is a disordered inclination or trial, but it is not a sin unless acted upon. Sexual acts are strictly prohibited, and individuals are called to a life of chastity.",Traditional Chastity (Side Y),25,20,10,N/A,30,N/A,N/A,N/A,N/A,0,30,20
ETH_09_A07,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,Celibate partnerships allowed; sexual acts and marriage prohibited,"Individuals may enter into committed, socially romantic partnerships or civil unions. However, same-sex sexual acts and the sacrament of Holy Matrimony remain strictly prohibited.",Covenanted Celibacy (Side B),40,50,60,N/A,50,N/A,N/A,N/A,N/A,65,50,60
ETH_09_A05,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,"Civil unions may be blessed, but formal marriage is male-female only","The church may pastorally bless same-sex unions and leave sexual ethics to individual conscience, but the official religious rite of Holy Matrimony is restricted to male-female couples.",Pastoral Accommodation,60,70,75,N/A,70,N/A,N/A,N/A,N/A,50,70,75
ETH_09_A06,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,"Marriage is fully permitted for laity, but clergy are restricted","The church performs same-sex marriages for its lay members, but holds its ordained clergy to a different traditional standard, requiring them to be celibate or in male-female marriages.",Differentiated Inclusion,80,85,85,N/A,85,N/A,N/A,N/A,N/A,85,80,85
ETH_09_A03,ETH_09,What is the church's appropriate stance toward same-sex relationships and sexual ethics?,Full equality; same-sex marriage and ordination are fully affirmed,"The church fully affirms same-sex relationships, performing marriages and ordaining individuals without any restrictions or distinct tiers of membership based on sexual orientation.",Full Affirming Theology,100,100,100,N/A,100,N/A,N/A,N/A,N/A,100,100,100
MET_03_A06,MET_03,How should one approach parts of the Bible that seem to conflict with modern science or history?,Material science is irrelevant; ultimate truth is purely spiritual,"The physical world or secular science is fundamentally flawed, fallen, or illusory; true knowledge comes exclusively through divine spiritual revelation, making scientific conflicts irrelevant.",Fideism,40,N/A,10,0,0,N/A,N/A,N/A,N/A,N/A,35,100
MET_03_A01,MET_03,How should one approach parts of the Bible that seem to conflict with modern science or history?,The Bible is scientifically and historically accurate as written,The Bible contains no errors in history or science; any conflict arises because modern secular scientific theories are flawed or misinterpret the evidence.,Biblical Inerrancy,0,N/A,0,10,10,N/A,N/A,N/A,N/A,N/A,0,10
MET_03_A02,MET_03,How should one approach parts of the Bible that seem to conflict with modern science or history?,The Bible and science are both true and must be harmonized,God is the author of both nature and Scripture. Conflicts are resolved by adjusting our interpretation of the biblical text to harmonize with established scientific facts.,Concordism,20,N/A,40,30,50,N/A,N/A,N/A,N/A,N/A,20,20
MET_03_A03,MET_03,How should one approach parts of the Bible that seem to conflict with modern science or history?,"The Bible teaches faith perfectly, using ancient concepts and worldview","The Bible is completely trustworthy in matters of faith and salvation, but God accommodated His message by using the ancient, pre-scientific worldview of the human authors to communicate.",Accommodationism,50,N/A,60,50,80,N/A,N/A,N/A,N/A,N/A,60,50
MET_03_A04,MET_03,How should one approach parts of the Bible that seem to conflict with modern science or history?,The Bible contains human errors and requires critical study,"Because the Bible is a human record, it contains historical and scientific errors; we must use modern critical scholarship and reason to discern its core spiritual message.",Historical Criticism,80,N/A,80,80,90,N/A,N/A,N/A,N/A,N/A,80,0
MET_03_A05,MET_03,How should one approach parts of the Bible that seem to conflict with modern science or history?,"The accounts are purely symbolic metaphors, not literal history","The biblical narratives are not literal history or science; they are profound symbolic myths designed to express spiritual, moral, or existential truths.",Existential Hermeneutic,100,N/A,100,100,100,N/A,N/A,N/A,N/A,N/A,100,80
MET_04_A02,MET_04,The Christian life is best understood primarily as...,Believing and upholding orthodox doctrine and true worship,"The Christian life is fundamentally about intellectual and spiritual fidelity to the truth, focusing on correct biblical doctrine, confessional orthodoxy, and proper worship.",Confessionalism,0,20,40,70,50,25,20,50,20,30,15,0
MET_04_A01,MET_04,The Christian life is best understood primarily as...,Receiving grace through the Church's sacramental life,"The Christian life is primarily about participating in the objective, historical rites of the Church, receiving God's grace through the liturgy and sacraments.",Sacramentalism,25,50,0,15,60,0,0,0,0,0,50,40
MET_04_A06,MET_04,The Christian life is best understood primarily as...,Separating from worldly corruption to pursue strict holiness,"The Christian life is a call to come out from the world, maintaining strict moral purity, distinct living, and separation from secular culture and compromised religion.",Fundamentalist Separatism,15,0,10,85,0,50,85,70,40,85,0,20
MET_04_A08,MET_04,The Christian life is best understood primarily as...,"Embodying the peaceful, counter-cultural reign of God on earth","The ultimate purpose of the Christian life is not just individual salvation, but gathering as a distinct community that visibly embodies the peace, ethics, and reign of God to the world.",Kingdom Theology,60,70,20,65,30,85,90,15,70,75,70,60
MET_04_A05,MET_04,The Christian life is best understood primarily as...,Transforming society through acts of justice and systemic change,"The Christian life is primarily about building a better world by enacting justice, showing mercy to the marginalized, and transforming oppressive societal structures.",Liberation Theology,100,100,100,100,100,95,100,30,85,100,100,50
MET_04_A03,MET_04,The Christian life is best understood primarily as...,Knowing Jesus personally and making disciples of all nations,"The Christian life is driven by a heartfelt, personal relationship with Jesus Christ, which naturally overflows into an active mission to evangelize and make disciples globally.",Missional Evangelicalism,40,40,80,50,80,70,70,85,60,90,30,70
MET_04_A04,MET_04,The Christian life is best understood primarily as...,Experiencing and ministering the supernatural power of the Spirit,"The Christian life is fundamentally a dynamic, experiential reality focused on being empowered by the Holy Spirit to witness, heal, prophesy, and defeat spiritual darkness.",Pentecostalism,75,60,60,0,90,90,50,60,95,80,60,90
MET_04_A07,MET_04,The Christian life is best understood primarily as...,"Seeking direct, unmediated union with the Divine","The Christian life is an inward journey of the soul, focusing on silence, contemplation, and seeking a direct, experiential union with God beyond words or earthly structures.",Contemplative Mysticism,80,80,90,25,15,100,40,100,100,60,90,100
