Denomination_ID,Denomination_Name,Denomination_Family,Founded_Year,Founded_Century,Region_Origin,Is_Active,Est_Members_Global,Description,Major_Proponents,GOD_01_Answer,GOD_01_Certainty,GOD_01_Tolerance,GOD_04_Answer,GOD_04_Certainty,GOD_04_Tolerance,SCR_01_Answer,SCR_01_Certainty,SCR_01_Tolerance,SCR_02_Answer,SCR_02_Certainty,SCR_02_Tolerance,SCR_07_Answer,SCR_07_Certainty,SCR_07_Tolerance,SCR_09_Answer,SCR_09_Certainty,SCR_09_Tolerance,SAL_03_Answer,SAL_03_Certainty,SAL_03_Tolerance,SAL_06_Answer,SAL_06_Certainty,SAL_06_Tolerance,SAL_07_Answer,SAL_07_Certainty,SAL_07_Tolerance,SAL_08_Answer,SAL_08_Certainty,SAL_08_Tolerance,SAL_14_Answer,SAL_14_Certainty,SAL_14_Tolerance,CHR_01_Answer,CHR_01_Certainty,CHR_01_Tolerance,CHR_09_Answer,CHR_09_Certainty,CHR_09_Tolerance,CHR_10_Answer,CHR_10_Certainty,CHR_10_Tolerance,CHR_13_Answer,CHR_13_Certainty,CHR_13_Tolerance,SAC_02_Answer,SAC_02_Certainty,SAC_02_Tolerance,SAC_03_Answer,SAC_03_Certainty,SAC_03_Tolerance,WOR_05_Answer,WOR_05_Certainty,WOR_05_Tolerance,WOR_06_Answer,WOR_06_Certainty,WOR_06_Tolerance,WOR_08_Answer,WOR_08_Certainty,WOR_08_Tolerance,WOR_20_Answer,WOR_20_Certainty,WOR_20_Tolerance,WOR_21_Answer,WOR_21_Certainty,WOR_21_Tolerance,ESC_02_Answer,ESC_02_Certainty,ESC_02_Tolerance,ESC_06_Answer,ESC_06_Certainty,ESC_06_Tolerance,ESC_07_Answer,ESC_07_Certainty,ESC_07_Tolerance,ETH_01_Answer,ETH_01_Certainty,ETH_01_Tolerance,ETH_05_Answer,ETH_05_Certainty,ETH_05_Tolerance,ETH_06_Answer,ETH_06_Certainty,ETH_06_Tolerance,ETH_09_Answer,ETH_09_Certainty,ETH_09_Tolerance,MET_03_Answer,MET_03_Certainty,MET_03_Tolerance,MET_04_Answer,MET_04_Certainty,MET_04_Tolerance,CHR_19_Answer,CHR_19_Certainty,CHR_19_Tolerance,Column 107
DENOM_165,United Pentecostal Church International (UPCI),Pentecostalism & Charismatic,1945 AD,20th,Missouri (USA),TRUE,~5.5 Million,"The largest ""Oneness"" (Nontrinitarian) body; baptizes in the name of ""Jesus Only"" (Acts 2:38); teaches that God is one person (Jesus) and rejects the Trinity as pagan.",Early Oneness Leaders,One God who plays three different roles or modes,Certain,Salvation issue,God foresees the future without controlling it,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,Prophetic gifts continue but are subject to Scripture,Certain,Opposed,The individual believer,Pretty Sure,Discerning,A legal substitution for punishment,Pretty Sure,Discerning,God restores the will so humans can choose to believe,Certain,Opposed,A declaration enacted at the moment of water baptism,Certain,Salvation issue,"Faith, repentance, and water baptism",Certain,Salvation issue,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,An exclusively restored divine organization,Certain,Opposed,"No, true authority was lost and had to be restored",Certain,Opposed,Christ alone mediates; every believer has direct access,Certain,Salvation issue,"Women may be ordained, but not to the highest governing office",Certain,Opposed,It is the specific moment a repentant believer receives formal pardon,Certain,Salvation issue,"Believers making a conscious, personal profession of faith",Certain,Opposed,"Seeking a tangible, supernatural manifestation, Highly vocal and physically expressive worship",Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Certain,Opposed,"Active today, with tongues highly emphasized",Certain,Salvation issue,"Mother of the human Jesus only, had other children, and no prayer",Certain,Opposed,"Conscious in God's presence, but not objects of special reverence",Certain,Opposed,"Yes, removed entirely before a future tribulation",Certain,Opposed,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,The direct commands and precepts of the Bible alone,Certain,Opposed,"Six literal days and a recent, young creation",Certain,Opposed,"Military service is permitted, but only as non-combatants, A personal decision based on individual conscience",Pretty Sure,Discerning,Both same-sex attraction and the acts are inherently sinful,Certain,Salvation issue,The Bible is scientifically and historically accurate as written,Certain,Opposed,Experiencing and ministering the supernatural power of the Spirit,Certain,Opposed,When a church officially teaches or tolerates significant doctrinal error,Certain,Salvation issue,
DENOM_166,Pentecostal Assemblies of the World (PAW),Pentecostalism & Charismatic,1906 AD,20th,Los Angeles / Indianapolis,TRUE,~2 Million,The oldest Oneness organization; historically interracial (though now predominantly Black); holds similar theology to UPCI but with different polity and history.,G.T. Haywood,One God who plays three different roles or modes,Certain,Salvation issue,God foresees the future without controlling it,Certain,Discerning,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Discerning,Prophetic gifts continue but are subject to Scripture,Certain,Opposed,The individual believer,Pretty Sure,Discerning,A legal substitution for punishment,Certain,Discerning,God restores the will so humans can choose to believe,Certain,Discerning,A declaration enacted at the moment of water baptism,Certain,Opposed,"Faith, repentance, and water baptism",Certain,Salvation issue,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"A gathered, voluntary community of true believers",Certain,Opposed,"No, true authority was lost and had to be restored",Certain,Opposed,Christ alone mediates; every believer has direct access,Certain,Opposed,"Yes, women may be ordained to any and all offices",Certain,Discerning,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,"Believers making a conscious, personal profession of faith",Certain,Opposed,Highly vocal and physically expressive worship,Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Certain,Discerning,"Active today, with tongues highly emphasized",Certain,Opposed,"Mother of the human Jesus only, had other children, and no prayer",Certain,Opposed,"Conscious in God's presence, but not objects of special reverence",Certain,Opposed,"Yes, removed entirely before a future tribulation",Certain,Charitable,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,The direct commands and precepts of the Bible alone,Certain,Opposed,"Six literal days and a recent, young creation",Certain,Charitable,A personal decision based on individual conscience,Certain,Extremely Accepting,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Salvation issue,
DENOM_167,Assemblies of God (World Fellowship),Pentecostalism & Charismatic,1914 AD,20th,Arkansas (USA),TRUE,~85 Million,"The world's largest Pentecostal denomination; teaches the ""Finished Work"" (sanctification is progressive, not a crisis event); formed to provide structure to the revival.",Eudorus N. Bell,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Discerning,Scripture as the sole infallible rule,Certain,Salvation issue,Words superintended by God through humans,Certain,Opposed,Prophetic gifts continue but are subject to Scripture,Certain,Discerning,The individual believer,Leaning,Charitable,A legal substitution for punishment,Certain,Discerning,God restores the will so humans can choose to believe,Certain,Discerning,A conditional legal declaration through trusting Christ alone,Certain,Discerning,Personal faith and inward repentance alone,Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"A gathered, voluntary community of true believers",Certain,Discerning,"No, an unbroken line of human leaders is irrelevant",Certain,Discerning,Christ alone mediates; every believer has direct access,Certain,Opposed,"Yes, women may be ordained to any and all offices",Certain,Charitable,It is a symbolic public testimony of a salvation already received,Certain,Opposed,"Believers making a conscious, personal profession of faith",Certain,Discerning,"Seeking a tangible, supernatural manifestation",Certain,Charitable,"Art is acceptable as decoration, but not as an aid for prayer",Certain,Discerning,"Active today, with tongues highly emphasized",Certain,Discerning,"Mother of the human Jesus only, had other children, and no prayer",Certain,Discerning,"Conscious in God's presence, but not objects of special reverence",Certain,Discerning,"Yes, removed entirely before a future tribulation",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,The direct commands and precepts of the Bible alone,Certain,Discerning,"Six literal days and a recent, young creation, An old universe with a recent six-day restoration, An old universe with direct, special acts of creation",Certain,Discerning,A personal decision based on individual conscience,Certain,Extremely Accepting,"Both same-sex attraction and the acts are inherently sinful, Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Pretty Sure,Discerning,
DENOM_168,The Apostolic Church (UK/Wales),Pentecostalism & Charismatic,1916 AD,20th,Wales (UK),TRUE,~15 Million,"Emerged from the Welsh Revival; distinct for its emphasis on the restoration of the office of ""Apostle"" and ""Prophet"" as governing authorities in the church today.",Daniel Williams,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Pretty Sure,Discerning,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,Authoritative prophecy & Gifts continues for the Church,Certain,Discerning,The individual believer,Leaning,Charitable,A legal substitution for punishment,Certain,Discerning,God restores the will so humans can choose to believe,Pretty Sure,Discerning,A conditional legal declaration through trusting Christ alone,Certain,Discerning,Initial faith followed by a life of perseverance,Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"A gathered, voluntary community of true believers",Pretty Sure,Discerning,"No, true authority was lost and had to be restored",Certain,Opposed,Christ alone mediates every believer has direct access,Certain,Opposed,"Women may be ordained as deacons, but not as pastors or priests",Pretty Sure,Discerning,It is a symbolic public testimony of a salvation already received,Pretty Sure,Discerning,"Believers making a conscious, personal profession of faith",Certain,Opposed,"Seeking a tangible, supernatural manifestation",Certain,Opposed,"Art is acceptable as decoration, but not as an aid for prayer",Pretty Sure,Discerning,"Active today, with tongues highly emphasized",Certain,Opposed,"Mother of the human Jesus only, had other children, and no prayer",Pretty Sure,Discerning,"Conscious in God's presence, but not objects of special reverence",Certain,Opposed,"Yes, removed entirely before a future tribulation",Pretty Sure,Charitable,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,The direct commands and precepts of the Bible alone,Pretty Sure,Discerning,"Six literal days and a recent, young creation",Leaning,Charitable,A personal decision based on individual conscience,Not Sure,Charitable,Both same-sex attraction and the acts are inherently sinful,Pretty Sure,Opposed,The Bible is scientifically and historically accurate as written,Pretty Sure,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_169,Vineyard Movement,Pentecostalism & Charismatic,1974 AD,20th,California (USA),TRUE,"~300,000","Empowered Evangelicals; emphasizes signs and wonders (healing/prophecy) but rejects the ""hype"" and cultural baggage of classical Pentecostalism; casual worship style.","John Wimber, Kenn Gulliksen","One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God foresees the future without controlling it",Pretty Sure,Charitable,Scripture as the sole infallible rule,Certain,Discerning,Words superintended by God through humans,Pretty Sure,Discerning,Prophetic gifts continue but are subject to Scripture,Certain,Opposed,"The individual believer, The gathered community together",Pretty Sure,Charitable,"A legal substitution for punishment, A victory over death and evil powers",Certain,Discerning,"God restores the will so humans can choose to believe, God provides the Gospel, which humans naturally can accept",Pretty Sure,Charitable,"A permanent legal declaration through trusting Christ alone, A conditional legal declaration through trusting Christ alone",Pretty Sure,Discerning,Personal faith and inward repentance alone,Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Discerning,"A gathered, voluntary community of true believers",Certain,Discerning,"No, an unbroken line of human leaders is irrelevant",Certain,Charitable,Christ alone mediates; every believer has direct access,Certain,Salvation issue,"Women may be ordained, but not to the highest governing office, Yes, women may be ordained to any and all offices",Certain,Discerning,It is a symbolic public testimony of a salvation already received,Certain,Discerning,"Believers making a conscious, personal profession of faith",Certain,Discerning,"Seeking a tangible, supernatural manifestation",Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Pretty Sure,Charitable,"Active today, but practiced with careful order",Certain,Opposed,"Mother of the human Jesus only, had other children, and no prayer",Certain,Charitable,"Conscious in God's presence, but not objects of special reverence",Certain,Discerning,"No, the Church endures the entire future tribulation, No, tribulation is the ongoing experience of the Church",Pretty Sure,Charitable,"Immediate, conscious presence with God in heaven",Certain,Discerning,"A state of eternal, conscious separation and suffering",Pretty Sure,Discerning,"Scriptural principles applied through reason and experience, The direct commands and precepts of the Bible alone",Pretty Sure,Charitable,"An old universe with direct, special acts of creation, God planned or guided the process of evolution",Pretty Sure,Extremely Accepting,"Absolute refusal of violence and military service, Permissible only under strict conditions of justice, A tragic but necessary evil to restrain greater evil",Pretty Sure,Charitable,"Same-sex attraction is a non-sinful temptation, but acts are sinful, Both same-sex attraction and the acts are inherently sinful",Certain,Opposed,The Bible and science are both true and must be harmonized,Pretty Sure,Charitable,"Experiencing and ministering the supernatural power of the Spirit, Embodying the peaceful, counter-cultural reign of God on earth, Knowing Jesus personally and making disciples of all nations",Certain,Discerning,Whenever it allows a community to pursue greater faithfulness or mission,Pretty Sure,Charitable,
DENOM_170,Calvary Chapel,Pentecostalism & Charismatic,1965 AD,20th,California (USA),TRUE,"~250,000","The ""Jesus People"" movement church; combines Pentecostal openness to gifts with rigid verse-by-verse Bible exposition; anti-denominational ""Moses Model"" leadership.",Chuck Smith,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Discerning,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,Prophetic gifts continue but are subject to Scripture,Certain,Discerning,The individual believer,Certain,Charitable,A legal substitution for punishment,Certain,Discerning,God restores the will so humans can choose to believe,Certain,Discerning,"A permanent legal declaration through trusting Christ alone, A conditional legal declaration through trusting Christ alone",Certain,Discerning,Personal faith and inward repentance alone,Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"The invisible, spiritual fellowship of all true believers",Certain,Discerning,"No, an unbroken line of human leaders is irrelevant",Certain,Opposed,Christ alone mediates every believer has direct access,Certain,Salvation issue,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a symbolic public testimony of a salvation already received,Certain,Discerning,"Believers making a conscious, personal profession of faith",Certain,Opposed,Heartfelt sincerity within a structured service,Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Certain,Discerning,"Active today, but practiced with careful order",Certain,Opposed,"Mother of the human Jesus only, had other children, and no prayer",Certain,Discerning,"Conscious in God's presence, but not objects of special reverence",Certain,Salvation issue,"Yes, removed entirely before a future tribulation",Certain,Opposed,"Immediate, conscious presence with God in heaven",Certain,Salvation issue,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,The direct commands and precepts of the Bible alone,Certain,Opposed,"Six literal days and a recent, young creation, An old universe with a recent six-day restoration",Certain,Discerning,A personal decision based on individual conscience,Leaning,Charitable,Both same-sex attraction and the acts are inherently sinful,Certain,Salvation issue,The Bible is scientifically and historically accurate as written,Certain,Opposed,Knowing Jesus personally and making disciples of all nations,Certain,Discerning,Whenever it allows a community to pursue greater faithfulness or mission,Pretty Sure,Charitable,
DENOM_171,Universal Church of the Kingdom of God (IURD),Pentecostalism & Charismatic,1977 AD,20th,Rio de Janeiro (Brazil),TRUE,~10 Million,"A massive, controversial Brazilian empire; emphasizes ""Spiritual Warfare"" (exorcisms), Prosperity Theology, and tithing; owns major media networks (RecordTV).",Edir Macedo,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Discerning,Prophetic gifts continue but are subject to Scripture,Certain,Opposed,A unique messenger or governing body,Certain,Opposed,A victory over death and evil powers,Certain,Discerning,God restores the will so humans can choose to believe,Certain,Discerning,A conditional legal declaration through trusting Christ alone,Certain,Opposed,Personal faith and inward repentance alone,Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"A gathered, voluntary community of true believers",Certain,Opposed,"No, an unbroken line of human leaders is irrelevant",Certain,Opposed,Christ alone mediates; every believer has direct access,Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a symbolic public testimony of a salvation already received,Certain,Opposed,"Believers making a conscious, personal profession of faith",Certain,Opposed,"Seeking a tangible, supernatural manifestation",Certain,Opposed,All religious images of the divine must be strictly avoided,Certain,Opposed,"Active today, flowing freely and ecstatically",Certain,Opposed,"Mother of the human Jesus only, had other children, and no prayer",Certain,Opposed,"Conscious in God's presence, but not objects of special reverence",Certain,Opposed,"Yes, removed entirely before a future tribulation",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,The direct commands and precepts of the Bible alone,Certain,Opposed,"Six literal days and a recent, young creation",Certain,Discerning,A personal decision based on individual conscience,Certain,Charitable,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Opposed,Experiencing and ministering the supernatural power of the Spirit,Certain,Opposed,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_172,Redeemed Christian Church of God (RCCG),Pentecostalism & Charismatic,1952 AD,20th,Lagos (Nigeria),TRUE,~10 Million,"One of the fastest-growing churches globally; known for the ""Holy Ghost Service"" (millions attending); strict moral conservatism combined with aggressive expansion.","Josiah Akindayomi, Enoch Adeboye","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Charitable,Scripture as the sole infallible rule,Certain,Discerning,Words superintended by God through humans,Certain,Discerning,Prophetic gifts continue but are subject to Scripture,Certain,Discerning,The individual believer,Certain,Discerning,A legal substitution for punishment,Certain,Discerning,God restores the will so humans can choose to believe,Certain,Discerning,A conditional legal declaration through trusting Christ alone,Certain,Discerning,Initial faith followed by a life of perseverance,Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,"A gathered, voluntary community of true believers",Certain,Charitable,"No, an unbroken line of human leaders is irrelevant",Certain,Charitable,Christ alone mediates every believer has direct access,Certain,Salvation issue,"Women may be ordained, but not to the highest governing office",Certain,Discerning,It is a symbolic public testimony of a salvation already received,Certain,Discerning,"Believers making a conscious, personal profession of faith ",Certain,Discerning,"Seeking a tangible, supernatural manifestation",Certain,Discerning,Visual depictions should be kept out of the worship space,Certain,Discerning,"Active today, with tongues highly emphasized",Certain,Discerning,"Mother of the human Jesus only, had other children, and no prayer",Certain,Opposed,"Conscious in God's presence, but not objects of special reverence",Certain,Opposed,"Yes, removed entirely before a future tribulation",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Discerning,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,The direct commands and precepts of the Bible alone,Certain,Discerning,"Six literal days and a recent, young creation",Certain,Discerning,A personal decision based on individual conscience,Certain,Extremely Accepting,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Pretty Sure,Discerning,
DENOM_173,Winners' Chapel (Living Faith Church),Pentecostalism & Charismatic,1983 AD,20th,Nigeria,TRUE,~6 Million,"A major proponent of the ""Prosperity Gospel"" (Health and Wealth); built the ""Faith Tabernacle"" (50,000 seats); focus on faith as a spiritual force to conquer poverty.",David Oyedepo,"One God existing as three distinct, co-equal persons",Pretty Sure,Opposed,God foresees the future without controlling it,Leaning,Discerning,Scripture as the sole infallible rule,Pretty Sure,Discerning,Words superintended by God through humans,Pretty Sure,Opposed,Prophetic gifts continue but are subject to Scripture,Pretty Sure,Discerning,The individual believer,Leaning,Discerning,A legal substitution for punishment,Pretty Sure,Discerning,God restores the will so humans can choose to believe,Pretty Sure,Discerning,A conditional legal declaration through trusting Christ alone,Leaning,Discerning,Initial faith followed by a life of perseverance,Pretty Sure,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Pretty Sure,Opposed,"A gathered, voluntary community of true believers",Pretty Sure,Discerning,"No, an unbroken line of human leaders is irrelevant",Certain,Discerning,Christ alone mediates every believer has direct access,Certain,Discerning,"No, but women may lead and teach in specific, unordained roles",Pretty Sure,Discerning,It is a symbolic public testimony of a salvation already received,Pretty Sure,Discerning,"Believers making a conscious, personal profession of faith",Certain,Discerning,"Seeking a tangible, supernatural manifestation",Pretty Sure,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Pretty Sure,Discerning,"Active today, with tongues highly emphasized",Leaning,Discerning,"Mother of God, but had other children and is not prayed to",Pretty Sure,Discerning,"Conscious in God's presence, but not objects of special reverence",Pretty Sure,Discerning,"Yes, removed entirely before a future tribulation",Leaning,Discerning,"Immediate, conscious presence with God in heaven",Pretty Sure,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,The direct commands and precepts of the Bible alone,Leaning,Discerning,"Six literal days and a recent, young creation",Leaning,Discerning,A personal decision based on individual conscience,Not Sure,Charitable,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Leaning,Discerning,The Bible is scientifically and historically accurate as written,Pretty Sure,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_174,Word of Life (Livets Ord),Pentecostalism & Charismatic,1983 AD,20th,Uppsala (Sweden),TRUE,"~250,000","The primary European expression of American ""Word of Faith"" theology; highly influential in the former Soviet Union; emphasizes positive confession and success.",Ulf Ekman,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Pretty Sure,Discerning,Scripture as the sole infallible rule,Certain,Discerning,Words superintended by God through humans,Certain,Discerning,Authoritative prophecy & Gifts continues for the Church,Certain,Discerning,The individual believer,Pretty Sure,Charitable,A legal substitution for punishment,Certain,Discerning,God restores the will so humans can choose to believe,Pretty Sure,Discerning,A conditional legal declaration through trusting Christ alone,Certain,Discerning,Personal faith and inward repentance alone,Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Opposed,"A gathered, voluntary community of true believers",Certain,Discerning,"No, an unbroken line of human leaders is irrelevant",Certain,Discerning,Christ alone mediates; every believer has direct access,Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Pretty Sure,Discerning,It is a symbolic public testimony of a salvation already received,Certain,Discerning,"Believers making a conscious, personal profession of faith",Certain,Opposed,"Seeking a tangible, supernatural manifestation",Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Pretty Sure,Charitable,"Active today, flowing freely and ecstatically",Certain,Discerning,"Mother of the human Jesus only, had other children, and no prayer",Certain,Opposed,"Conscious in God's presence, but not objects of special reverence",Certain,Discerning,"Yes, removed entirely before a future tribulation",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,The direct commands and precepts of the Bible alone,Certain,Discerning,"Six literal days and a recent, young creation",Pretty Sure,Discerning,A tragic but necessary evil to restrain greater evil,Leaning,Charitable,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_175,Hillsong Church,Pentecostalism & Charismatic,1983 AD,20th,Sydney (Australia),TRUE,"~150,000","Originally ""Hills Christian Life Centre""; revolutionized global worship music (CCM); characterized by concert-like services, sleek branding, and a ""come as you are"" aesthetic.",Brian Houston,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Pretty Sure,Discerning,Scripture as the sole infallible rule,Certain,Discerning,Words superintended by God through humans,Certain,Discerning,Prophetic gifts continue but are subject to Scripture,Certain,Discerning,The individual believer,Pretty Sure,Discerning,A legal substitution for punishment,Certain,Discerning,"God restores the will so humans can choose to believe, God provides the Gospel, which humans naturally can accept",Pretty Sure,Discerning,"A conditional legal declaration through trusting Christ alone, A permanent legal declaration through trusting Christ alone",Pretty Sure,Charitable,"Initial faith followed by a life of perseverance, Personal faith and inward repentance alone",Pretty Sure,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Discerning,"A gathered, voluntary community of true believers",Certain,Discerning,"No, an unbroken line of human leaders is irrelevant",Certain,Charitable,Christ alone mediates; every believer has direct access,Certain,Discerning,"Yes, women may be ordained to any and all offices",Certain,Charitable,It is a symbolic public testimony of a salvation already received,Certain,Discerning,"Believers making a conscious, personal profession of faith",Certain,Discerning,"Seeking a tangible, supernatural manifestation",Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer, Visual depictions should be kept out of the worship space",Pretty Sure,Discerning,"Active today, flowing freely and ecstatically",Certain,Discerning,"Mother of the human Jesus only, had other children, and no prayer",Certain,Discerning,"Conscious in God's presence, but not objects of special reverence",Certain,Discerning,"Yes, removed entirely before a future tribulation",Pretty Sure,Charitable,"Immediate, conscious presence with God in heaven",Certain,Discerning,"A state of eternal, conscious separation and suffering",Certain,Opposed,The direct commands and precepts of the Bible alone,Certain,Discerning,"Six literal days and a recent, young creation, An old universe with direct, special acts of creation",Pretty Sure,Charitable,"A tragic but necessary evil to restrain greater evil, Permissible only under strict conditions of justice",Leaning,Extremely Accepting,"Both same-sex attraction and the acts are inherently sinful, Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Charitable,Whenever it allows a community to pursue greater faithfulness or mission,Pretty Sure,Charitable,
DENOM_176,Zion Christian Church (ZCC),African Independent Churches,1924 AD,20th,Moria (South Africa),TRUE,~12 Million,The largest church in Southern Africa; a syncretic blend of Pentecostalism and African tradition; members wear distinctive star badges and khaki uniforms; focus on healing and prophecy.,Engenas Lekganyane,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Pretty Sure,Charitable,Scripture interpreted through a prophetic lens,Certain,Opposed,Words superintended by God through humans,Pretty Sure,Discerning,Authoritative prophecy & Gifts continues for the Church,Certain,Opposed,A unique messenger or governing body,Certain,Opposed,A victory over death and evil powers,Certain,Discerning,God initiates salvation; the weakened human will must actively strive to align with it,Pretty Sure,Charitable,A declaration enacted at the moment of water baptism,Certain,Opposed,"Faith, repentance, and water baptism",Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Opposed,An exclusively restored divine organization,Certain,Opposed,"No, true authority was lost and had to be restored",Certain,Opposed,Christ mediates through a uniquely restored earthly priesthood,Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,"Believers making a conscious, personal profession of faith",Certain,Opposed,"Seeking a tangible, supernatural manifestation",Certain,Discerning,Visual depictions should be kept out of the worship space,Certain,Opposed,"Active today, flowing freely and ecstatically",Certain,Opposed,"Mother of the human Jesus only, had other children, and no prayer",Pretty Sure,Discerning,Powerful patrons who directly grant miracles and favors,Certain,Opposed,"Yes, removed entirely before a future tribulation",Leaning,Charitable,Entrance into a temporary spirit world for learning and service,Certain,Opposed,"A state of eternal, conscious separation and suffering",Pretty Sure,Discerning,"The direct, inward leading of the Holy Spirit",Certain,Discerning,"Six literal days and a recent, young creation",Pretty Sure,Discerning,Absolute refusal of violence and military service,Certain,Opposed,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Pretty Sure,Discerning,Experiencing and ministering the supernatural power of the Spirit,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
